E0;E0;;E0;E0
E0;E1;;E1;E1
E0;E2;;E2;E2
E0;E3;;E3;E3
E0;E4;;E4;E4
E0;E5;;E5;E5
E0;E6;;E6;E6
E0;E7;;E7;E7
E0;E8;;E8;E8
E0;E9;;E9;E9
E0;E10;;E10;E10
E0;E11;;E11;E11
E0;E12;;E12;E12
E0;E13;;E13;E13
E0;E14;;E14;E14
E0;E15;;E15;E15
E1;E0;;E1;E1
E1;E1;E0;;E0
E1;E2;;E5;E5
E1;E3;;E6;E6
E1;E4;;E7;E7
E1;E5;E2;;E2
E1;E6;E3;;E3
E1;E7;E4;;E4
E1;E8;;E11;E11
E1;E9;;E12;E12
E1;E10;;E13;E13
E1;E11;E8;;E8
E1;E12;E9;;E9
E1;E13;E10;;E10
E1;E14;;E15;E15
E1;E15;E14;;E14
E2;E0;;E2;E2
E2;E1;;-E5;-E5
E2;E2;-E0;;-E0
E2;E3;;E8;E8
E2;E4;;E9;E9
E2;E5;E1;;E1
E2;E6;;-E11;-E11
E2;E7;;-E12;-E12
E2;E8;-E3;;-E3
E2;E9;-E4;;-E4
E2;E10;;E14;E14
E2;E11;E6;;E6
E2;E12;E7;;E7
E2;E13;;-E15;-E15
E2;E14;-E10;;-E10
E2;E15;E13;;E13
E3;E0;;E3;E3
E3;E1;;-E6;-E6
E3;E2;;-E8;-E8
E3;E3;-E0;;-E0
E3;E4;;E10;E10
E3;E5;;E11;E11
E3;E6;E1;;E1
E3;E7;;-E13;-E13
E3;E8;E2;;E2
E3;E9;;-E14;-E14
E3;E10;-E4;;-E4
E3;E11;-E5;;-E5
E3;E12;;E15;E15
E3;E13;E7;;E7
E3;E14;E9;;E9
E3;E15;-E12;;-E12
E4;E0;;E4;E4
E4;E1;;-E7;-E7
E4;E2;;-E9;-E9
E4;E3;;-E10;-E10
E4;E4;-E0;;-E0
E4;E5;;E12;E12
E4;E6;;E13;E13
E4;E7;E1;;E1
E4;E8;;E14;E14
E4;E9;E2;;E2
E4;E10;E3;;E3
E4;E11;;-E15;-E15
E4;E12;-E5;;-E5
E4;E13;-E6;;-E6
E4;E14;-E8;;-E8
E4;E15;E11;;E11
E5;E0;;E5;E5
E5;E1;-E2;;-E2
E5;E2;-E1;;-E1
E5;E3;;E11;E11
E5;E4;;E12;E12
E5;E5;E0;;E0
E5;E6;;;-E8
E5;E7;;;-E9
E5;E8;;;-E6
E5;E9;;;-E7
E5;E10;;E15;E15
E5;E11;E3;;E3
E5;E12;E4;;E4
E5;E13;;;-E14
E5;E14;;;-E13
E5;E15;E10;;E10
