E0;E0;;E0;E0
E0;E1;;E1;E1
E0;E2;;E2;E2
E0;E3;;E3;E3
E0;E4;;E4;E4
E0;E5;;E5;E5
E0;E6;;E6;E6
E0;E7;;E7;E7
E0;E8;;E8;E8
E0;E9;;E9;E9
E0;E10;;E10;E10
E0;E11;;E11;E11
E0;E12;;E12;E12
E0;E13;;E13;E13
E0;E14;;E14;E14
E0;E15;;E15;E15
E0;E16;;E16;E16
E0;E17;;E17;E17
E0;E18;;E18;E18
E0;E19;;E19;E19
E0;E20;;E20;E20
E0;E21;;E21;E21
E0;E22;;E22;E22
E0;E23;;E23;E23
E0;E24;;E24;E24
E0;E25;;E25;E25
E0;E26;;E26;E26
E0;E27;;E27;E27
E0;E28;;E28;E28
E0;E29;;E29;E29
E0;E30;;E30;E30
E0;E31;;E31;E31
E1;E0;;E1;E1
E1;E1;E0;;E0
E1;E2;;E6;E6
E1;E3;;E7;E7
E1;E4;;E8;E8
E1;E5;;E9;E9
E1;E6;E2;;E2
E1;E7;E3;;E3
E1;E8;E4;;E4
E1;E9;E5;;E5
E1;E10;;E16;E16
E1;E11;;E17;E17
E1;E12;;E18;E18
E1;E13;;E19;E19
E1;E14;;E20;E20
E1;E15;;E21;E21
E1;E16;E10;;E10
E1;E17;E11;;E11
E1;E18;E12;;E12
E1;E19;E13;;E13
E1;E20;E14;;E14
E1;E21;E15;;E15
E1;E22;;E26;E26
E1;E23;;E27;E27
E1;E24;;E28;E28
E1;E25;;E29;E29
E1;E26;E22;;E22
E1;E27;E23;;E23
E1;E28;E24;;E24
E1;E29;E25;;E25
E1;E30;;E31;E31
E1;E31;E30;;E30
E2;E0;;E2;E2
E2;E1;;-E6;-E6
E2;E2;E0;;E0
E2;E3;;E10;E10
E2;E4;;E11;E11
E2;E5;;E12;E12
E2;E6;-E1;;-E1
E2;E7;;-E16;-E16
E2;E8;;-E17;-E17
E2;E9;;-E18;-E18
E2;E10;E3;;E3
E2;E11;E4;;E4
E2;E12;E5;;E5
E2;E13;;E22;E22
E2;E14;;E23;E23
E2;E15;;E24;E24
E2;E16;-E7;;-E7
E2;E17;-E8;;-E8
E2;E18;-E9;;-E9
E2;E19;;-E26;-E26
E2;E20;;-E27;-E27
E2;E21;;-E28;-E28
E2;E22;E13;;E13
E2;E23;E14;;E14
E2;E24;E15;;E15
E2;E25;;E30;E30
E2;E26;-E19;;-E19
E2;E27;-E20;;-E20
E2;E28;-E21;;-E21
E2;E29;;-E31;-E31
E2;E30;E25;;E25
E2;E31;-E29;;-E29
E3;E0;;E3;E3
